id;student_id;course_id;year
180;28095;12;2018
181;928;126;2018
182;43343;150;2018
183;27128;146;2018
184;41754;16;2018
185;24091;166;2018
186;35912;153;2018
187;18584;110;2018
188;3433;80;2018
189;41342;56;2018
190;84329;64;2018
191;33413;60;2018
192;59096;30;2018
193;54318;15;2018
194;54596;90;2018
195;68482;91;2018
196;44799;48;2018
197;49261;87;2018
198;99430;1;2018
199;74081;23;2018
200;69852;3;2018
201;20029;49;2018
202;38308;159;2018
203;40605;55;2018
204;7138;74;2018
205;77971;65;2018
206;30152;127;2018
207;16895;71;2018
208;96939;53;2018
209;92337;108;2018
210;55565;123;2018
211;26555;58;2018
212;15166;136;2018
213;70262;134;2018
214;49537;131;2018
215;89723;107;2018
216;17105;116;2018
217;72090;22;2018
218;48231;27;2018
219;73003;118;2018
220;49853;52;2018
221;71642;98;2018
222;9150;71;2018
223;50186;56;2018
224;75640;167;2018
225;47649;151;2018
226;11890;110;2018
227;92575;60;2018
228;87053;50;2018
229;30061;30;2018
230;6762;153;2018
231;56889;96;2018
232;10542;27;2018
233;20027;59;2018
234;52317;66;2018
235;3273;21;2018
236;11611;102;2018
237;76418;151;2018
238;90015;165;2018
239;3132;21;2018
240;42852;146;2018
241;49623;157;2018
242;1839;133;2018
243;17886;39;2018
244;64379;145;2018
245;68152;80;2018
246;41075;131;2018
247;10893;105;2018
248;54413;36;2018
249;59002;56;2018
250;65527;148;2018
251;85593;163;2018
252;66108;65;2018
253;12807;149;2018
254;73576;144;2018
255;75541;69;2018
256;86238;6;2018
257;54102;0;2018
258;2943;66;2018
259;70044;88;2018
260;63721;46;2018
261;29576;158;2018
262;15813;4;2018
263;63247;115;2018
264;58625;14;2018
265;32249;59;2018
266;42677;113;2018
267;54493;95;2018
268;81377;45;2018
269;58058;111;2018
270;79496;15;2018
271;60642;51;2018
272;72543;156;2018
273;29670;144;2018
274;7121;101;2018
275;48731;12;2018
276;46254;76;2018
277;18353;118;2018
278;14492;55;2018
279;28921;41;2018
280;57980;165;2018
281;72579;97;2018
282;5418;98;2018
283;77338;136;2018
284;17288;18;2018
285;27576;125;2018
286;10562;64;2018
287;5537;153;2018
288;83345;31;2018
289;19684;45;2018
290;882;165;2018
291;35935;159;2018
292;64336;108;2018
293;73793;166;2018
294;498;102;2018
295;3884;16;2018
296;19804;75;2018
297;96959;66;2018
298;43747;95;2018
299;70760;159;2018
300;22017;32;2018
301;48033;15;2018
302;90158;63;2018
303;97974;71;2018
304;54203;34;2018
305;71726;107;2018
306;68083;87;2018
307;70745;112;2018
308;78727;125;2018
309;24087;54;2018
310;55890;46;2018
311;12651;76;2018
312;69525;166;2018
313;66693;129;2018
314;82535;41;2018
315;88763;119;2018
316;88291;131;2018
317;93146;53;2018
318;53915;98;2018
319;76664;140;2018
320;8042;71;2018
321;69722;71;2018
322;21852;86;2018
323;46940;164;2018
324;51823;29;2018
325;64737;102;2018
326;70587;96;2018
327;30562;117;2018
328;65142;165;2018
329;53377;51;2018
330;55538;119;2018
331;89530;101;2018
332;77834;82;2018
333;83776;15;2018
334;65125;9;2018
335;35748;69;2018
336;1232;32;2018
337;65675;104;2018
338;47127;163;2018
339;45397;144;2018
340;98270;3;2018
341;31251;31;2018
342;83093;17;2018
343;57060;102;2018
344;15259;116;2018
345;79980;85;2018
346;65701;2;2018
347;94287;152;2018
348;53742;34;2018
349;76050;160;2018
350;38740;89;2018
351;90406;77;2018
352;79198;164;2018
353;82654;13;2018
354;34790;6;2018
355;22866;4;2018
356;18360;12;2018
357;26652;107;2018
358;8914;96;2018
359;30429;90;2018
360;27839;84;2018
361;56303;116;2018
362;99404;75;2018
363;48352;103;2018
364;13804;16;2018
365;31071;14;2018
366;11098;110;2018
367;92680;118;2018
368;49402;154;2018
369;97276;98;2018
370;75754;162;2018
371;36176;44;2018
372;36992;52;2018
373;65144;68;2018
374;19486;92;2018
375;62374;23;2018
376;74597;33;2018
377;47699;52;2018
378;27361;114;2018
379;9580;12;2018
380;71434;127;2018
381;18964;53;2018
382;2795;1;2018
383;29971;112;2018
384;7215;158;2018
385;75768;21;2018
386;34638;99;2018
387;17259;3;2018
388;19895;34;2018
389;26098;145;2018
390;97209;95;2018
391;72428;125;2018
392;94062;60;2018
393;23782;61;2018
394;88024;129;2018
395;99696;17;2018
396;95981;156;2018
397;16863;146;2018
398;59623;7;2018
399;69440;149;2018
400;31705;166;2018
401;11850;44;2018
402;20509;68;2018
403;84266;31;2018
404;24848;18;2018
405;70865;134;2018
406;43893;59;2018
407;89092;101;2018
408;43846;19;2018
409;29735;47;2018
410;25771;6;2018
411;4224;69;2018
412;35520;146;2018
413;43118;131;2018
414;63348;131;2018
415;32132;137;2018
416;75257;90;2018
417;21736;25;2018
418;12725;68;2018
419;87769;89;2018
420;5030;154;2018
421;18588;93;2018
422;64431;112;2018
423;50523;133;2018
424;25797;91;2018
425;17253;125;2018
426;26785;151;2018
427;51175;1;2018
428;53786;98;2018
429;83589;153;2018
430;84910;45;2018
431;2584;19;2018
432;75387;22;2018
433;60537;53;2018
434;76353;106;2018
435;69098;81;2018
436;55872;39;2018
437;78418;96;2018
438;7336;3;2018
439;88553;116;2018
440;75395;130;2018
441;85552;26;2018
442;84710;34;2018
443;3186;105;2018
444;18907;17;2018
445;28542;75;2018
446;39056;117;2018
447;25253;125;2018
448;67247;77;2018
449;5535;29;2018
450;28308;116;2018
451;37413;75;2018
452;15651;2;2018
453;23671;141;2018
454;53751;14;2018
455;25527;62;2018
456;94125;98;2018
457;11641;34;2018
458;47573;82;2018
459;4491;163;2018
460;35750;158;2018
461;36042;7;2018
462;84959;114;2018
463;70729;148;2018
464;99796;3;2018
465;6046;114;2018
466;80006;50;2018
467;62713;105;2018
468;46497;119;2018
469;81080;104;2018
470;71529;117;2018
471;10240;148;2018
472;48352;162;2018
473;51191;74;2018
474;643;156;2018
475;97732;103;2018
476;77118;31;2018
477;36600;140;2018
478;4908;145;2018
479;20637;13;2018
480;7574;128;2018
481;37024;143;2018
482;51382;43;2018
483;17332;12;2018
484;65797;98;2018
485;59627;144;2018
486;94326;154;2018
487;27441;75;2018
488;20835;81;2018
489;96435;127;2018
490;21611;150;2018
491;52026;112;2018
492;8482;40;2018
493;52564;133;2018
494;61110;163;2018
495;28634;162;2018
496;90571;126;2018
497;93902;130;2018
498;84424;159;2018
499;8595;100;2018
500;57796;159;2018
501;96384;41;2018
502;32261;112;2018
503;40316;35;2018
504;4437;19;2018
505;64238;49;2018
506;33060;62;2018
507;28694;29;2018
508;19320;15;2018
509;60694;4;2018
510;67161;102;2018
511;1077;95;2018
512;49392;134;2018
513;35018;148;2018
514;6380;121;2018
515;26773;54;2018
516;51153;64;2018
517;34121;111;2018
518;2332;11;2018
519;70566;149;2018
520;24291;117;2018
521;36187;126;2018
522;77649;126;2018
523;65024;167;2018
524;79019;109;2018
525;99145;72;2018
526;9427;99;2018
527;67122;31;2018
528;3504;64;2018
529;72026;115;2018
530;15838;135;2018
531;99946;113;2018
532;15817;123;2018
533;97612;108;2018
534;56305;110;2018
535;69430;79;2018
536;96637;122;2018
537;65727;0;2018
538;82971;103;2018
539;33178;127;2018
540;30457;22;2018
541;97790;43;2018
542;22465;51;2018
543;92622;150;2018
544;88984;92;2018
545;2546;84;2018
546;39563;17;2018
547;49619;116;2018
548;18920;67;2018
549;16665;106;2018
550;22148;132;2018
551;17924;17;2018
552;10694;44;2018
553;3722;148;2018
554;3957;23;2018
555;7701;11;2018
556;53159;160;2018
557;90391;149;2018
558;25077;119;2018
559;70426;162;2018
560;3749;102;2018
561;16119;17;2018
562;29961;15;2018
563;53380;62;2018
564;20544;70;2018
565;12373;100;2018
566;2078;143;2018
567;14451;5;2018
568;73739;62;2018
569;47329;50;2018
570;23021;8;2018
571;70657;79;2018
572;71264;109;2018
573;37520;149;2018
574;86847;50;2018
575;24751;168;2018
576;48330;25;2018
577;76202;148;2018
578;67063;87;2018
579;23512;77;2018
580;5527;157;2018
581;59837;156;2018
582;75013;25;2018
583;81953;71;2018
584;37269;162;2018
585;69958;123;2018
586;78832;85;2018
587;66143;82;2018
588;49640;111;2018
589;73649;93;2018
590;33329;89;2018
591;95158;136;2018
592;12946;38;2018
593;26263;153;2018
594;22118;27;2018
595;62675;150;2018
596;16254;158;2018
597;82104;23;2018
598;30334;64;2018
599;13236;158;2018
600;72928;83;2018
601;10015;71;2018
602;3901;0;2018
603;61769;51;2018
604;21762;141;2018
605;2293;59;2018
606;80870;109;2018
607;79602;18;2018
608;63650;101;2018
609;67187;89;2018
610;53080;155;2018
611;93128;97;2018
612;58828;13;2018
613;76893;23;2018
614;39666;10;2018
615;95911;145;2018
616;19971;167;2018
617;56615;143;2018
618;55553;69;2018
619;60975;101;2018
620;64146;126;2018
621;73885;35;2018
622;41405;46;2018
623;57433;105;2018
624;88131;132;2018
625;81961;65;2018
626;22977;112;2018
627;16649;36;2018
628;95137;163;2018
629;27937;143;2018
630;27766;17;2018
631;62879;101;2018
632;77310;73;2018
633;55846;55;2018
634;54889;100;2018
635;72455;91;2018
636;25920;3;2018
637;97991;112;2018
638;86181;89;2018
639;52899;31;2018
640;276;84;2018
641;88299;104;2018
642;16806;89;2018
643;97427;142;2018
644;22965;4;2018
645;23115;138;2018
646;90471;151;2018
647;99237;56;2018
648;99334;74;2018
649;49314;104;2018
650;97664;100;2018
651;92865;131;2018
652;43217;147;2018
653;74670;64;2018
654;37187;54;2018
655;9922;138;2018
656;1810;161;2018
657;14090;124;2018
658;74871;164;2018
659;24302;155;2018
660;67475;7;2018
661;92969;165;2018
662;1854;25;2018
663;22445;121;2018
664;50666;158;2018
665;17300;57;2018
666;25970;152;2018
667;61098;164;2018
668;39036;15;2018
669;18618;65;2018
670;80613;104;2018
671;94537;91;2018
672;58257;78;2018
673;22584;108;2018
674;32759;162;2018
675;45718;166;2018
676;41909;137;2018
677;25861;55;2018
678;55145;78;2018
679;27194;79;2018
680;19674;72;2018
681;59878;3;2018
682;81652;152;2018
683;65575;60;2018
684;48762;140;2018
685;75445;76;2018
686;57314;41;2018
687;15361;141;2018
688;77114;28;2018
689;36252;86;2018
690;61829;6;2018
691;52366;123;2018
692;839;145;2018
693;84289;31;2018
694;64790;143;2018
695;40326;128;2018
696;45036;26;2018
697;50235;81;2018
698;57125;146;2018
699;47203;150;2018
700;67041;165;2018
701;58520;158;2018
702;68896;108;2018
703;6832;159;2018
704;45260;155;2018
705;73326;3;2018
706;87322;68;2018
707;72383;145;2018
708;59018;6;2018
709;66670;50;2018
710;20754;160;2018
711;28040;92;2018
712;69161;114;2018
713;60701;22;2018
714;17531;151;2018
715;48269;57;2018
716;5011;89;2018
717;85279;80;2018
718;22549;140;2018
719;72983;14;2018
720;32088;124;2018
721;95866;18;2018
722;47713;108;2018
723;87067;40;2018
724;61535;154;2018
725;15175;130;2018
726;53097;26;2018
727;95228;130;2018
728;32542;94;2018
729;47164;84;2018
730;22696;167;2018
731;13888;57;2018
732;62441;157;2018
733;24518;152;2018
734;76363;116;2018
735;72938;155;2018
736;66958;113;2018
737;30129;24;2018
738;62394;90;2018
739;81531;15;2018
740;99460;95;2018
741;114;103;2018
742;24208;158;2018
743;11065;34;2018
744;49692;129;2018
745;70891;44;2018
746;66524;10;2018
747;46966;38;2018
748;43809;119;2018
749;47128;85;2018
750;91589;39;2018
751;58503;145;2018
752;22685;119;2018
753;65008;129;2018
754;75191;32;2018
755;10112;162;2018
756;23540;27;2018
757;64240;130;2018
758;77712;112;2018
759;4634;131;2018
760;16067;164;2018
761;62854;35;2018
762;91037;31;2018
763;15920;150;2018
764;17867;140;2018
765;13030;126;2018
766;11314;46;2018
767;13587;104;2018
768;46021;93;2018
769;63240;153;2018
770;38275;125;2018
771;61051;167;2018
772;13919;100;2018
773;79584;118;2018
774;74053;26;2018
775;78451;143;2018
776;4922;6;2018
777;71589;168;2018
778;72585;150;2018
779;36424;33;2018
780;65198;52;2018
781;85555;89;2018
782;56320;80;2018
783;90761;28;2018
784;30367;60;2018
785;28089;27;2018
786;93689;133;2018
787;6485;147;2018
788;43601;19;2018
789;91160;7;2018
790;83479;122;2018
791;50982;119;2018
792;90725;141;2018
793;66448;102;2018
794;2201;38;2018
795;67674;24;2018
796;87207;132;2018
797;37485;109;2018
798;88615;95;2018
799;12309;63;2018
800;47631;168;2018
801;24058;153;2018
802;93827;107;2018
803;52038;46;2018
804;38432;153;2018
805;84901;101;2018
806;32084;85;2018
807;43659;15;2018
808;44011;137;2018
809;38360;52;2018
810;88275;142;2018
811;27648;103;2018
812;48517;111;2018
813;79652;43;2018
814;17038;158;2018
815;8360;69;2018
816;21362;100;2018
817;69444;92;2018
818;85035;139;2018
819;73180;114;2018
820;22638;110;2018
821;42981;121;2018
822;11333;140;2018
823;97061;73;2018
824;46103;70;2018
825;66419;74;2018
826;18520;19;2018
827;42515;36;2018
828;28503;24;2018
829;56791;93;2018
830;63585;120;2018
831;13868;163;2018
832;31204;76;2018
833;54816;61;2018
834;8277;52;2018
835;39749;87;2018
836;22497;102;2018
837;50060;118;2018
838;56815;83;2018
839;18727;156;2018
840;58484;131;2018
841;32350;83;2018
842;96966;44;2018
843;30648;23;2018
844;18378;153;2018
845;59194;112;2018
846;63345;134;2018
847;10036;24;2018
848;93172;60;2018
849;30048;14;2018
850;82294;15;2018
851;26761;19;2018
852;21387;83;2018
853;9240;53;2018
854;73725;7;2018
855;4580;160;2018
856;32573;137;2018
857;28326;56;2018
858;39361;56;2018
859;40015;124;2018
860;74601;73;2018
861;73565;158;2018
862;72068;121;2018
863;26537;90;2018
864;3767;151;2018
865;93659;69;2018
866;17626;83;2018
867;97563;21;2018
868;91853;99;2018
869;91680;16;2018
870;36538;130;2018
871;66790;53;2018
872;88440;9;2018
873;83233;82;2018
874;8610;49;2018
875;94316;35;2018
876;95635;139;2018
877;40679;136;2018
878;75203;30;2018
879;27055;34;2018
880;88518;79;2018
881;70994;149;2018
882;1028;120;2018
883;82322;94;2018
884;62962;166;2018
885;18719;110;2018
886;85099;89;2018
887;52620;111;2018
888;26489;61;2018
889;26925;56;2018
890;59415;143;2018
891;23334;0;2018
892;45616;35;2018
893;6405;13;2018
894;17490;136;2018
895;51397;36;2018
896;59854;139;2018
897;42528;93;2018
898;31527;73;2018
899;60060;88;2018
900;9912;33;2018
901;6684;67;2018
902;99829;148;2018
903;82367;126;2018
904;10519;77;2018
905;72665;139;2018
906;69687;159;2018
907;49976;115;2018
908;10344;39;2018
909;22540;107;2018
910;91874;28;2018
911;37539;41;2018
912;737;47;2018
913;17571;98;2018
914;65370;17;2018
915;97005;145;2018
916;2561;102;2018
917;61375;21;2018
918;4024;22;2018
919;18751;53;2018
920;13706;50;2018
921;39912;41;2018
922;89345;156;2018
923;43559;72;2018
924;85035;4;2018
925;1405;78;2018
926;22221;136;2018
927;41345;102;2018
928;14074;51;2018
929;81594;160;2018
930;99555;30;2018
931;96381;151;2018
932;12759;42;2018
933;31488;91;2018
934;4836;25;2018
935;10142;26;2018
936;27474;11;2018
937;92481;74;2018
938;69885;122;2018
939;75557;46;2018
940;89949;86;2018
941;76769;167;2018
942;22836;38;2018
943;7039;58;2018
944;53982;83;2018
945;33617;151;2018
946;27798;77;2018
947;61952;98;2018
948;57783;154;2018
949;75093;162;2018
950;6958;62;2018
951;96239;103;2018
952;9928;60;2018
953;22953;81;2018
954;12452;113;2018
955;75611;45;2018
956;73786;146;2018
957;99142;113;2018
958;30385;1;2018
959;50523;13;2018
960;31064;119;2018
961;13580;88;2018
962;99072;165;2018
963;11704;111;2018
964;21420;27;2018
965;82241;2;2018
966;6737;81;2018
967;81228;91;2018
968;8353;15;2018
969;71715;17;2018
970;92714;149;2018
971;50297;61;2018
972;27995;51;2018
973;18187;102;2018
974;29183;2;2018
975;45804;91;2018
976;55887;43;2018
977;39766;109;2018
978;828;138;2018
979;18184;71;2018
980;22566;37;2018
981;46232;21;2018
982;13610;49;2018
983;8522;131;2018
984;45634;23;2018
985;69393;134;2018
986;80485;66;2018
987;94150;48;2018
988;65112;137;2018
989;61851;142;2018
990;53630;1;2018
991;40457;88;2018
992;26544;147;2018
993;53547;105;2018
994;63148;14;2018
995;99429;40;2018
996;99580;105;2018
997;36956;110;2018
998;23135;49;2018
999;63817;126;2018
1000;90798;101;2018
1001;19956;132;2018
1002;75159;61;2018
1003;33793;126;2018
1004;41580;27;2018
1005;21895;148;2018
1006;86966;64;2018
1007;50510;23;2018
1008;20446;101;2018
1009;93931;146;2018
1010;54770;27;2018
1011;70908;126;2018
1012;58152;19;2018
1013;79647;39;2018
1014;92463;120;2018
1015;83755;156;2018
1016;46201;26;2018
1017;12566;37;2018
1018;27748;82;2018
1019;2858;90;2018
1020;80892;110;2018
1021;12681;30;2018
1022;5483;126;2018
1023;21823;71;2018
1024;81588;132;2018
1025;20421;122;2018
1026;4140;53;2018
1027;55748;23;2018
1028;98112;166;2018
1029;39354;70;2018
1030;62365;129;2018
1031;60122;101;2018
1032;76738;124;2018
1033;71841;18;2018
1034;56751;37;2018
1035;93194;138;2018
1036;85099;95;2018
1037;65151;103;2018
1038;14069;164;2018
1039;90261;34;2018
1040;2809;118;2018
1041;39102;3;2018
1042;81604;7;2018
1043;56702;67;2018
1044;91747;121;2018
1045;465;20;2018
1046;14982;38;2018
1047;68687;125;2018
1048;75394;136;2018
1049;57005;58;2018
1050;26893;96;2018
1051;37692;163;2018
1052;34363;141;2018
1053;33056;78;2018
1054;69638;164;2018
1055;81990;136;2018
1056;57164;46;2018
1057;14612;91;2018
1058;91831;78;2018
1059;47937;126;2018
1060;74925;8;2018
1061;53159;3;2018
1062;74853;167;2018
1063;39047;157;2018
1064;26898;80;2018
1065;23530;49;2018
1066;93477;134;2018
1067;92923;70;2018
1068;2572;153;2018
1069;85434;125;2018
1070;62923;56;2018
1071;9146;79;2018
1072;12256;59;2018
1073;78235;109;2018
1074;52229;87;2018
1075;96827;30;2018
1076;22982;35;2018
1077;72092;97;2018
1078;22617;41;2018
1079;80897;159;2018
1080;64045;70;2018
1081;71518;91;2018
1082;52941;164;2018
1083;64381;17;2018
1084;5482;17;2018
1085;18906;143;2018
1086;31016;114;2018
1087;76512;112;2018
1088;45026;94;2018
1089;62287;17;2018
1090;21039;3;2018
1091;39031;145;2018
1092;93953;152;2018
1093;311;16;2018
1094;34569;38;2018
1095;44823;46;2018
1096;61335;75;2018
1097;54278;101;2018
1098;62275;47;2018
1099;62815;43;2018
1100;92352;123;2018
1101;76911;74;2018
1102;23141;53;2018
1103;40678;47;2018
1104;19671;31;2018
1105;41517;134;2018
1106;87646;104;2018
1107;82895;108;2018
1108;41188;118;2018
1109;65470;8;2018
1110;99204;83;2018
1111;12700;124;2018
1112;7858;12;2018
1113;32000;112;2018
1114;81234;163;2018
1115;95304;30;2018
1116;73078;33;2018
1117;42152;44;2018
1118;1182;39;2018
1119;95948;105;2018
1120;64611;58;2018
1121;11602;55;2018
1122;65566;30;2018
1123;22722;162;2018
1124;70315;136;2018
1125;46670;37;2018
1126;17658;139;2018
1127;87690;83;2018
1128;64488;45;2018
1129;42919;126;2018
1130;87025;63;2018
1131;22732;42;2018
1132;94382;4;2018
1133;933;83;2018
1134;33868;90;2018
1135;38692;79;2018
1136;97899;106;2018
1137;16993;42;2018
1138;74288;44;2018
1139;7314;150;2018
1140;71151;16;2018
1141;96777;147;2018
1142;47371;103;2018
1143;43297;118;2018
1144;23852;104;2018
1145;19159;72;2018
1146;70443;11;2018
1147;46552;131;2018
1148;99433;166;2018
1149;90523;94;2018
1150;95530;35;2018
1151;95978;88;2018
1152;61810;16;2018
1153;97191;122;2018
1154;81102;115;2018
1155;4690;53;2018
1156;97103;152;2018
1157;28554;71;2018
1158;77138;77;2018
1159;19674;44;2018
1160;70438;141;2018
1161;14993;71;2018
1162;75628;42;2018
1163;14424;127;2018
1164;35192;37;2018
1165;4966;80;2018
1166;83897;80;2018
1167;54429;39;2018
1168;1514;113;2018
1169;30150;86;2018
1170;67090;158;2018
1171;5295;72;2018
1172;32308;128;2018
1173;49770;71;2018
1174;18809;31;2018
1175;64668;51;2018
1176;70038;86;2018
1177;34246;127;2018
1178;76198;79;2018
1179;31306;80;2018
1180;28828;11;2018
1181;32376;94;2018
1182;91067;152;2018
1183;17378;102;2018
1184;17772;26;2018
1185;3499;139;2018
1186;96961;160;2018
1187;40091;102;2018
1188;40341;81;2018
1189;82691;78;2018
1190;36827;148;2018
1191;9676;125;2018
1192;90122;164;2018
1193;51186;156;2018
1194;18545;109;2018
1195;42251;37;2018
1196;5982;41;2018
1197;58500;163;2018
1198;51961;118;2018
1199;18739;28;2018
1200;81494;166;2018
1201;15078;13;2018
1202;62141;140;2018
1203;79394;7;2018
1204;63321;161;2018
1205;11318;96;2018
1206;75876;2;2018
1207;32563;143;2018
1208;46138;161;2018
1209;67962;85;2018
1210;76883;104;2018
1211;53082;136;2018
1212;98791;52;2018
1213;83988;89;2018
1214;40631;140;2018
1215;49160;65;2018
1216;81365;33;2018
1217;80283;113;2018
1218;48248;34;2018
1219;87865;60;2018
1220;42148;136;2018
1221;26650;8;2018
1222;92845;89;2018
1223;85873;115;2018
1224;41181;23;2018
1225;19357;28;2018
1226;155;92;2018
1227;78390;25;2018
1228;72267;108;2018
1229;70215;16;2018
1230;46518;70;2018
1231;88091;167;2018
1232;36294;36;2018
1233;17309;2;2018
1234;9020;92;2018
1235;65642;106;2018
1236;6769;154;2018
1237;41033;19;2018
1238;44545;133;2018
1239;21753;66;2018
1240;77244;16;2018
1241;42230;87;2018
1242;43448;11;2018
1243;19766;18;2018
1244;19606;68;2018
1245;97901;126;2018
1246;70810;86;2018
1247;40380;22;2018
1248;35083;85;2018
1249;36027;47;2018
1250;85514;14;2018
1251;99197;121;2018
1252;39271;136;2018
1253;2955;121;2018
1254;68345;94;2018
1255;42979;143;2018
1256;98674;9;2018
1257;11005;81;2018
1258;69757;123;2018
1259;88537;0;2018
1260;43454;153;2018
1261;39358;9;2018
1262;78387;110;2018
1263;81431;57;2018
1264;36695;16;2018
1265;45412;31;2018
1266;3567;55;2018
1267;37387;97;2018
1268;14838;88;2018
1269;32247;148;2018
1270;84745;8;2018
1271;60137;43;2018
1272;13150;166;2018
1273;17011;70;2018
1274;39718;77;2018
1275;97115;16;2018
1276;10915;96;2018
1277;16005;43;2018
1278;13804;144;2018
1279;97634;121;2018
1280;47419;103;2018
1281;67624;118;2018
1282;10456;137;2018
1283;60690;106;2018
1284;33365;166;2018
1285;66572;43;2018
1286;89386;138;2018
1287;44485;102;2018
1288;49805;70;2018
1289;38603;28;2018
1290;79675;149;2018
1291;4039;65;2018
1292;4722;10;2018
1293;34171;51;2018
1294;74462;50;2018
1295;91730;165;2018
1296;75909;132;2018
1297;75733;149;2018
1298;73812;16;2018
1299;87086;149;2018
1300;39334;105;2018
1301;40936;139;2018
1302;32486;11;2018
1303;86922;18;2018
1304;78777;137;2018
1305;5059;42;2018
1306;6945;120;2018
1307;17294;64;2018
1308;83186;163;2018
1309;38250;134;2018
1310;27229;159;2018
1311;4019;44;2018
1312;66153;150;2018
1313;31232;168;2018
1314;66007;32;2018
1315;60807;6;2018
1316;24215;126;2018
1317;15861;82;2018
1318;93865;60;2018
1319;16151;1;2018
1320;54593;122;2018
1321;45392;8;2018
1322;71182;131;2018
1323;80498;57;2018
1324;31616;63;2018
1325;77477;104;2018
1326;55872;33;2018
1327;23034;44;2018
1328;3146;54;2018
1329;42445;125;2018
1330;56265;70;2018
1331;56543;156;2018
1332;83615;74;2018
1333;42971;25;2018
1334;44178;145;2018
1335;57305;86;2018
1336;78623;104;2018
1337;79840;160;2018
1338;34009;83;2018
1339;64112;90;2018
1340;71954;159;2018
1341;56566;59;2018
1342;52921;165;2018
1343;78538;114;2018
1344;69177;130;2018
1345;61124;152;2018
1346;69916;74;2018
1347;28097;80;2018
1348;14149;3;2018
1349;12378;89;2018
1350;56281;142;2018
1351;63846;57;2018
1352;59630;102;2018
1353;2232;102;2018
1354;53756;14;2018
1355;8503;124;2018
1356;78365;47;2018
1357;70235;5;2018
1358;48609;77;2018
1359;30289;68;2018
1360;71772;134;2018
1361;83222;164;2018
1362;73752;158;2018
